,날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
31669,1995-08-20,108,24.8,22.2,28.1
31670,1995-08-21,108,25.8,23.3,29.9
31671,1995-08-22,108,25.8,21.7,29.8
31672,1995-08-23,108,24.0,21.6,25.6
31673,1995-08-24,108,24.0,22.5,25.5
31674,1995-08-25,108,22.7,21.2,23.8
31675,1995-08-26,108,22.0,20.6,22.9
31676,1995-08-27,108,23.6,20.1,28.6
31677,1995-08-28,108,24.7,21.7,29.0
31678,1995-08-29,108,24.4,19.7,29.0
31679,1995-08-30,108,22.9,18.8,25.1
31680,1995-08-31,108,25.1,20.6,30.1
31681,1995-09-01,108,25.4,22.1,28.4
31682,1995-09-02,108,25.7,23.2,27.4
31683,1995-09-03,108,23.0,20.4,24.8
31684,1995-09-04,108,22.5,17.4,27.3
31685,1995-09-05,108,21.3,15.5,25.9
31686,1995-09-06,108,20.4,19.4,21.0
31687,1995-09-07,108,20.7,18.8,21.9
31688,1995-09-08,108,23.0,17.9,27.8
31689,1995-09-09,108,18.7,17.4,21.2
31690,1995-09-10,108,19.3,16.2,24.5
31691,1995-09-11,108,18.3,13.0,23.3
31692,1995-09-12,108,19.2,12.4,25.5
31693,1995-09-13,108,20.2,16.1,25.2
31694,1995-09-14,108,20.9,17.1,25.3
31695,1995-09-15,108,20.6,16.9,24.7
31696,1995-09-16,108,20.0,14.1,26.1
31697,1995-09-17,108,19.0,13.3,24.1
31698,1995-09-18,108,18.9,13.5,25.0
31699,1995-09-19,108,19.7,14.5,25.1
31700,1995-09-20,108,19.7,15.5,24.9
31701,1995-09-21,108,18.8,13.7,24.8
31702,1995-09-22,108,20.1,13.9,26.3
31703,1995-09-23,108,19.5,17.5,24.7
31704,1995-09-24,108,21.0,18.0,25.1
31705,1995-09-25,108,17.5,14.1,22.0
31706,1995-09-26,108,17.0,10.8,21.2
31707,1995-09-27,108,15.0,11.2,20.2
31708,1995-09-28,108,16.7,10.7,22.0
31709,1995-09-29,108,18.3,13.7,23.7
31710,1995-09-30,108,19.7,14.1,26.2
31711,1995-10-01,108,18.0,14.9,23.4
31712,1995-10-02,108,19.0,13.0,25.1
31713,1995-10-03,108,18.0,16.3,19.5
31714,1995-10-04,108,17.6,12.5,21.7
31715,1995-10-05,108,13.9,8.5,18.6
31716,1995-10-06,108,11.9,6.0,17.5
31717,1995-10-07,108,14.1,7.7,20.2
31718,1995-10-08,108,16.4,10.5,21.8
31719,1995-10-09,108,17.0,13.1,21.7
31720,1995-10-10,108,16.3,11.1,22.9
31721,1995-10-11,108,16.8,11.3,23.5
31722,1995-10-12,108,17.1,10.8,24.8
31723,1995-10-13,108,17.8,10.6,25.6
31724,1995-10-14,108,18.9,13.9,24.3
31725,1995-10-15,108,17.9,15.0,20.1
31726,1995-10-16,108,14.5,12.4,16.5
31727,1995-10-17,108,15.1,9.6,20.8
31728,1995-10-18,108,14.6,10.4,18.3
31729,1995-10-19,108,16.9,12.0,22.9
31730,1995-10-20,108,16.0,9.8,21.6
31731,1995-10-21,108,16.0,11.6,20.1
31732,1995-10-22,108,15.4,9.3,21.8
31733,1995-10-23,108,15.3,10.0,20.5
31734,1995-10-24,108,13.5,10.3,16.8
31735,1995-10-25,108,12.4,6.6,18.4
31736,1995-10-26,108,14.7,9.8,20.4
31737,1995-10-27,108,14.9,8.6,21.1
31738,1995-10-28,108,15.4,12.8,20.1
31739,1995-10-29,108,15.0,9.2,20.3
31740,1995-10-30,108,13.5,9.2,16.7
31741,1995-10-31,108,7.3,4.2,10.4
31742,1995-11-01,108,3.2,0.5,6.4
31743,1995-11-02,108,5.9,-0.5,11.9
31744,1995-11-03,108,10.3,4.3,17.8
31745,1995-11-04,108,10.3,4.9,16.9
31746,1995-11-05,108,11.2,5.2,18.4
31747,1995-11-06,108,12.5,7.2,18.6
31748,1995-11-07,108,6.4,0.1,14.1
31749,1995-11-08,108,1.1,-1.0,5.3
31750,1995-11-09,108,4.0,-1.8,10.1
31751,1995-11-10,108,7.6,4.4,10.2
31752,1995-11-11,108,7.1,1.1,12.5
31753,1995-11-12,108,11.6,7.4,17.0
31754,1995-11-13,108,14.1,10.8,17.5
31755,1995-11-14,108,6.6,2.0,14.3
31756,1995-11-15,108,4.3,-0.4,10.2
31757,1995-11-16,108,7.1,0.6,13.1
31758,1995-11-17,108,10.9,8.5,14.4
31759,1995-11-18,108,9.7,6.5,14.5
31760,1995-11-19,108,7.2,3.8,11.4
31761,1995-11-20,108,2.7,-0.6,6.4
31762,1995-11-21,108,3.1,-1.7,8.5
31763,1995-11-22,108,6.3,3.5,9.2
31764,1995-11-23,108,1.2,-2.8,6.8
31765,1995-11-24,108,1.0,-4.3,5.9
31766,1995-11-25,108,3.0,-1.0,7.8
31767,1995-11-26,108,4.7,0.5,10.2
31768,1995-11-27,108,1.6,-2.6,6.2
31769,1995-11-28,108,3.3,-1.9,9.3
31770,1995-11-29,108,4.5,0.0,10.3
31771,1995-11-30,108,3.8,-0.1,8.3
31772,1995-12-01,108,2.3,-0.8,5.9
31773,1995-12-02,108,2.1,-2.1,6.9
31774,1995-12-03,108,1.3,-1.7,5.5
31775,1995-12-04,108,-0.6,-3.2,3.1
31776,1995-12-05,108,-3.7,-5.6,-1.2
31777,1995-12-06,108,-2.9,-6.3,1.5
31778,1995-12-07,108,-2.0,-5.6,1.9
31779,1995-12-08,108,-2.5,-5.4,1.2
31780,1995-12-09,108,-1.4,-5.4,4.1
31781,1995-12-10,108,0.7,-4.1,6.6
31782,1995-12-11,108,4.0,0.9,6.9
31783,1995-12-12,108,3.0,-0.6,6.9
31784,1995-12-13,108,3.1,-0.4,5.9
31785,1995-12-14,108,3.6,0.9,6.5
31786,1995-12-15,108,0.5,-2.2,2.4
31787,1995-12-16,108,-1.1,-4.5,3.1
31788,1995-12-17,108,-1.5,-4.4,1.9
31789,1995-12-18,108,-1.4,-5.4,3.2
31790,1995-12-19,108,0.1,-3.8,4.8
31791,1995-12-20,108,1.2,-0.8,5.0
31792,1995-12-21,108,-0.8,-3.5,3.2
31793,1995-12-22,108,0.7,-4.7,6.1
31794,1995-12-23,108,1.3,-2.1,4.5
31795,1995-12-24,108,-4.7,-7.9,1.9
31796,1995-12-25,108,-7.6,-10.1,-3.8
31797,1995-12-26,108,-5.5,-9.9,-1.2
31798,1995-12-27,108,-3.0,-8.0,2.3
31799,1995-12-28,108,-0.1,-3.9,2.8
31800,1995-12-29,108,-5.9,-8.7,-2.7
31801,1995-12-30,108,-7.0,-10.3,-2.5
31802,1995-12-31,108,-3.1,-7.3,1.8
31803,1996-01-01,108,-3.2,-7.9,2.5
31804,1996-01-02,108,0.2,-3.9,3.9
31805,1996-01-03,108,-4.5,-8.5,5.5
31806,1996-01-04,108,-5.4,-10.7,-0.1
31807,1996-01-05,108,-0.1,-2.1,2.0
31808,1996-01-06,108,4.5,1.6,9.0
31809,1996-01-07,108,2.9,0.9,5.0
31810,1996-01-08,108,-5.7,-9.4,1.8
31811,1996-01-09,108,-6.5,-10.4,-1.6
31812,1996-01-10,108,-4.3,-7.8,-0.2
31813,1996-01-11,108,-3.1,-7.7,2.9
31814,1996-01-12,108,0.5,-6.1,9.4
31815,1996-01-13,108,2.9,-1.3,9.8
31816,1996-01-14,108,3.8,2.9,5.1
31817,1996-01-15,108,2.0,0.6,3.4
31818,1996-01-16,108,-3.8,-7.4,0.6
31819,1996-01-17,108,-4.9,-8.1,-1.3
31820,1996-01-18,108,-3.9,-6.9,0.1
31821,1996-01-19,108,-2.5,-6.3,1.7
31822,1996-01-20,108,-0.8,-3.4,3.2
31823,1996-01-21,108,-1.0,-4.1,2.9
31824,1996-01-22,108,-0.8,-4.5,3.2
31825,1996-01-23,108,-2.6,-5.6,0.2
31826,1996-01-24,108,-4.3,-7.2,-0.4
31827,1996-01-25,108,-6.1,-8.2,-2.6
31828,1996-01-26,108,-5.6,-9.9,-0.3
31829,1996-01-27,108,-1.9,-6.0,2.5
31830,1996-01-28,108,1.5,-2.1,6.1
31831,1996-01-29,108,-1.1,-4.9,3.2
31832,1996-01-30,108,-6.2,-9.1,-3.0
31833,1996-01-31,108,-7.8,-10.4,-2.3
31834,1996-02-01,108,-8.7,-10.5,-4.7
31835,1996-02-02,108,-9.5,-13.8,-4.7
31836,1996-02-03,108,-5.0,-10.6,0.9
31837,1996-02-04,108,-0.7,-3.8,2.7
31838,1996-02-05,108,-6.0,-8.3,-0.1
31839,1996-02-06,108,-6.6,-10.8,-2.1
31840,1996-02-07,108,-4.4,-8.7,0.0
31841,1996-02-08,108,-3.3,-6.8,1.3
31842,1996-02-09,108,-5.9,-8.2,-2.5
31843,1996-02-10,108,-4.6,-9.0,0.2
31844,1996-02-11,108,-0.2,-5.3,4.4
31845,1996-02-12,108,6.5,3.2,11.2
31846,1996-02-13,108,8.3,4.3,14.0
31847,1996-02-14,108,6.7,2.9,10.8
31848,1996-02-15,108,1.2,-4.0,5.8
31849,1996-02-16,108,-2.3,-6.6,2.8
31850,1996-02-17,108,-2.0,-6.2,3.2
31851,1996-02-18,108,-2.1,-5.1,3.1
31852,1996-02-19,108,-3.4,-7.1,1.5
31853,1996-02-20,108,-4.1,-7.5,0.3
31854,1996-02-21,108,-3.8,-7.3,1.1
31855,1996-02-22,108,-2.1,-6.6,3.2
31856,1996-02-23,108,0.4,-3.6,5.0
31857,1996-02-24,108,0.8,-4.5,6.8
31858,1996-02-25,108,1.8,-1.2,5.9
31859,1996-02-26,108,1.9,-2.3,7.5
31860,1996-02-27,108,-1.4,-4.9,3.4
31861,1996-02-28,108,-0.2,-5.5,5.2
31862,1996-02-29,108,2.6,-0.9,6.1
31863,1996-03-01,108,1.2,-2.0,5.0
31864,1996-03-02,108,1.7,-2.6,7.3
31865,1996-03-03,108,2.2,-2.5,7.6
31866,1996-03-04,108,3.2,-0.3,8.4
31867,1996-03-05,108,3.2,-1.2,9.2
31868,1996-03-06,108,4.9,-0.7,10.1
31869,1996-03-07,108,6.0,2.3,8.1
31870,1996-03-08,108,3.1,0.5,6.9
31871,1996-03-09,108,3.1,1.1,5.9
31872,1996-03-10,108,2.7,-1.7,7.7
31873,1996-03-11,108,1.7,-1.0,4.4
31874,1996-03-12,108,0.9,-3.8,5.9
31875,1996-03-13,108,2.1,-1.6,6.8
31876,1996-03-14,108,8.6,5.9,12.6
31877,1996-03-15,108,9.5,6.4,14.8
31878,1996-03-16,108,6.3,3.9,10.4
31879,1996-03-17,108,4.5,0.2,6.6
31880,1996-03-18,108,1.9,-1.6,6.0
31881,1996-03-19,108,1.8,-2.3,6.6
31882,1996-03-20,108,5.1,-1.9,13.2
31883,1996-03-21,108,5.5,3.8,8.9
31884,1996-03-22,108,6.6,3.3,11.2
31885,1996-03-23,108,6.8,2.6,12.4
31886,1996-03-24,108,4.6,1.3,6.4
31887,1996-03-25,108,4.4,0.7,9.9
31888,1996-03-26,108,7.3,0.6,15.7
31889,1996-03-27,108,8.8,4.3,14.5
31890,1996-03-28,108,8.8,2.6,14.3
31891,1996-03-29,108,11.2,6.0,17.5
31892,1996-03-30,108,7.7,5.7,10.5
31893,1996-03-31,108,5.9,3.7,8.2
31894,1996-04-01,108,4.6,2.0,8.8
31895,1996-04-02,108,3.3,-0.9,7.7
31896,1996-04-03,108,3.9,0.1,8.6
31897,1996-04-04,108,5.4,0.3,10.9
31898,1996-04-05,108,8.5,4.1,15.0
31899,1996-04-06,108,6.8,5.2,11.1
31900,1996-04-07,108,8.3,6.0,12.1
31901,1996-04-08,108,9.3,3.3,15.8
31902,1996-04-09,108,9.8,5.3,15.2
31903,1996-04-10,108,7.6,4.2,12.2
31904,1996-04-11,108,6.0,1.6,10.9
31905,1996-04-12,108,7.1,1.5,13.0
31906,1996-04-13,108,8.1,1.8,14.1
31907,1996-04-14,108,9.9,4.8,15.8
31908,1996-04-15,108,9.9,4.6,16.1
31909,1996-04-16,108,10.1,6.2,14.1
31910,1996-04-17,108,9.5,5.9,11.9
31911,1996-04-18,108,8.8,4.6,14.0
31912,1996-04-19,108,9.4,3.8,15.5
31913,1996-04-20,108,10.9,5.7,15.5
31914,1996-04-21,108,10.0,5.9,15.4
31915,1996-04-22,108,12.4,5.9,17.5
31916,1996-04-23,108,13.8,7.8,19.4
31917,1996-04-24,108,14.3,7.8,20.0
31918,1996-04-25,108,16.0,11.9,20.6
31919,1996-04-26,108,17.3,12.0,22.4
31920,1996-04-27,108,17.5,14.0,23.3
31921,1996-04-28,108,18.1,13.4,22.9
31922,1996-04-29,108,15.7,13.3,18.7
31923,1996-04-30,108,14.7,13.5,15.8
31924,1996-05-01,108,14.4,11.1,17.1
31925,1996-05-02,108,15.1,10.1,21.8
31926,1996-05-03,108,17.8,11.1,25.4
31927,1996-05-04,108,15.6,12.9,19.3
31928,1996-05-05,108,14.9,10.1,20.4
31929,1996-05-06,108,15.6,10.9,22.3
31930,1996-05-07,108,16.8,12.8,23.7
31931,1996-05-08,108,14.4,11.7,19.2
31932,1996-05-09,108,14.4,10.0,19.1
31933,1996-05-10,108,15.5,9.8,22.3
31934,1996-05-11,108,15.3,12.3,19.5
31935,1996-05-12,108,15.1,10.3,20.6
31936,1996-05-13,108,16.6,11.2,21.8
31937,1996-05-14,108,16.8,12.1,22.1
31938,1996-05-15,108,19.7,12.5,27.3
31939,1996-05-16,108,20.8,14.0,28.2
31940,1996-05-17,108,22.3,14.2,29.5
31941,1996-05-18,108,22.5,16.4,28.4
31942,1996-05-19,108,18.8,14.5,24.2
31943,1996-05-20,108,17.9,15.2,21.3
31944,1996-05-21,108,16.8,13.0,21.5
31945,1996-05-22,108,17.8,11.4,24.5
31946,1996-05-23,108,19.7,13.4,26.8
31947,1996-05-24,108,20.8,14.3,27.1
31948,1996-05-25,108,20.6,14.8,27.1
31949,1996-05-26,108,21.0,15.6,27.5
31950,1996-05-27,108,20.7,15.1,28.7
31951,1996-05-28,108,22.3,16.7,28.3
31952,1996-05-29,108,23.4,18.9,28.6
31953,1996-05-30,108,22.1,18.5,25.1
31954,1996-05-31,108,23.6,16.9,31.4
31955,1996-06-01,108,25.2,19.2,32.7
31956,1996-06-02,108,23.3,19.6,28.1
31957,1996-06-03,108,21.0,18.9,24.1
31958,1996-06-04,108,21.8,16.7,28.5
31959,1996-06-05,108,23.1,16.5,30.3
31960,1996-06-06,108,23.3,16.6,29.8
31961,1996-06-07,108,22.8,21.2,24.6
31962,1996-06-08,108,24.6,20.5,31.4
31963,1996-06-09,108,24.1,20.3,30.3
31964,1996-06-10,108,20.1,19.6,21.7
31965,1996-06-11,108,21.5,19.1,25.9
31966,1996-06-12,108,23.4,18.1,28.7
31967,1996-06-13,108,24.2,21.8,29.2
31968,1996-06-14,108,22.6,20.2,26.4
31969,1996-06-15,108,23.9,20.6,28.6
31970,1996-06-16,108,24.0,21.2,28.4
31971,1996-06-17,108,21.2,17.9,24.0
31972,1996-06-18,108,19.7,15.1,26.0
31973,1996-06-19,108,21.9,18.5,28.0
31974,1996-06-20,108,20.8,19.6,23.6
31975,1996-06-21,108,22.1,19.5,26.1
31976,1996-06-22,108,22.9,21.0,26.6
31977,1996-06-23,108,22.9,20.3,27.1
31978,1996-06-24,108,21.1,19.3,22.2
31979,1996-06-25,108,22.0,18.4,25.7
31980,1996-06-26,108,22.8,18.2,27.4
31981,1996-06-27,108,20.3,19.1,21.0
31982,1996-06-28,108,20.4,18.5,22.0
31983,1996-06-29,108,21.4,18.7,24.4
31984,1996-06-30,108,20.4,18.2,22.4
31985,1996-07-01,108,22.0,18.8,28.3
31986,1996-07-02,108,22.3,20.1,25.2
31987,1996-07-03,108,24.0,19.7,29.2
31988,1996-07-04,108,22.4,20.6,24.3
31989,1996-07-05,108,24.0,18.9,29.3
31990,1996-07-06,108,22.1,20.7,24.4
31991,1996-07-07,108,23.0,19.4,28.1
31992,1996-07-08,108,22.8,16.8,28.0
31993,1996-07-09,108,23.2,16.6,29.2
31994,1996-07-10,108,23.8,17.9,28.9
31995,1996-07-11,108,24.7,19.6,28.4
31996,1996-07-12,108,24.7,21.5,29.5
31997,1996-07-13,108,23.0,20.4,26.6
31998,1996-07-14,108,22.9,21.1,26.0
31999,1996-07-15,108,22.6,21.2,25.9
32000,1996-07-16,108,21.7,19.6,25.0
32001,1996-07-17,108,22.8,20.2,27.3
32002,1996-07-18,108,27.9,22.5,33.5
32003,1996-07-19,108,26.5,24.1,31.5
32004,1996-07-20,108,24.7,22.9,25.6
32005,1996-07-21,108,24.7,23.7,27.8
32006,1996-07-22,108,23.7,22.1,26.0
32007,1996-07-23,108,25.8,22.0,30.4
32008,1996-07-24,108,26.7,22.7,29.1
32009,1996-07-25,108,27.4,25.3,30.4
32010,1996-07-26,108,23.6,21.8,27.0
32011,1996-07-27,108,24.2,22.3,26.3
32012,1996-07-28,108,24.4,21.5,29.0
32013,1996-07-29,108,27.6,24.9,31.5
32014,1996-07-30,108,27.7,25.2,31.5
32015,1996-07-31,108,28.8,23.7,34.6
32016,1996-08-01,108,29.8,24.5,35.4
32017,1996-08-02,108,29.7,25.4,33.6
32018,1996-08-03,108,29.5,26.6,33.9
32019,1996-08-04,108,27.8,25.5,31.2
32020,1996-08-05,108,28.1,24.8,32.6
32021,1996-08-06,108,28.4,25.3,32.0
32022,1996-08-07,108,27.9,26.5,30.3
32023,1996-08-08,108,27.2,25.2,30.8
32024,1996-08-09,108,28.3,25.2,33.1
32025,1996-08-10,108,27.5,25.0,30.8
32026,1996-08-11,108,28.8,26.1,32.8
32027,1996-08-12,108,28.0,24.1,31.6
32028,1996-08-13,108,26.7,23.7,31.2
32029,1996-08-14,108,28.7,24.8,33.0
32030,1996-08-15,108,26.3,24.0,29.5
32031,1996-08-16,108,26.1,23.0,29.9
32032,1996-08-17,108,26.8,22.6,31.3
32033,1996-08-18,108,27.9,23.8,32.5
32034,1996-08-19,108,27.8,23.2,32.9
32035,1996-08-20,108,27.8,24.3,32.3
32036,1996-08-21,108,28.2,24.6,32.8
32037,1996-08-22,108,26.6,24.6,29.8
32038,1996-08-23,108,23.4,20.7,26.6
32039,1996-08-24,108,23.9,19.5,28.9
32040,1996-08-25,108,20.4,18.6,22.4
32041,1996-08-26,108,19.1,18.0,20.0
32042,1996-08-27,108,19.1,17.8,20.9
32043,1996-08-28,108,20.2,17.6,23.0
32044,1996-08-29,108,22.5,18.0,27.4
32045,1996-08-30,108,21.5,18.9,23.8
32046,1996-08-31,108,23.1,19.4,28.1
32047,1996-09-01,108,23.7,17.8,29.5
32048,1996-09-02,108,23.9,17.2,30.9
32049,1996-09-03,108,23.7,19.5,28.5
32050,1996-09-04,108,22.2,20.0,25.9
32051,1996-09-05,108,21.0,18.2,24.3
32052,1996-09-06,108,22.7,18.4,27.3
32053,1996-09-07,108,22.8,17.1,29.3
32054,1996-09-08,108,23.5,18.8,28.7
32055,1996-09-09,108,22.1,18.8,27.2
32056,1996-09-10,108,22.6,17.6,28.3
32057,1996-09-11,108,23.3,19.2,29.0
32058,1996-09-12,108,22.9,18.3,28.4
32059,1996-09-13,108,22.4,17.8,27.9
32060,1996-09-14,108,22.8,17.9,28.6
32061,1996-09-15,108,23.7,18.7,30.1
32062,1996-09-16,108,22.6,18.7,27.9
32063,1996-09-17,108,22.1,17.8,26.4
32064,1996-09-18,108,22.6,17.9,27.2
32065,1996-09-19,108,21.5,18.6,25.6
32066,1996-09-20,108,20.5,16.7,25.1
32067,1996-09-21,108,18.6,11.6,25.6
32068,1996-09-22,108,19.4,12.8,26.4
32069,1996-09-23,108,21.3,16.4,27.0
32070,1996-09-24,108,22.9,19.9,27.1
32071,1996-09-25,108,22.4,18.8,28.6
32072,1996-09-26,108,21.2,18.1,25.7
32073,1996-09-27,108,21.5,16.9,27.4
32074,1996-09-28,108,18.4,16.4,20.8
32075,1996-09-29,108,20.1,16.1,26.7
32076,1996-09-30,108,20.9,13.9,27.8
32077,1996-10-01,108,19.0,15.3,22.7
32078,1996-10-02,108,15.1,14.3,17.6
32079,1996-10-03,108,16.4,14.4,21.5
32080,1996-10-04,108,17.4,12.3,23.8
32081,1996-10-05,108,17.6,13.3,23.6
32082,1996-10-06,108,16.3,13.0,17.9
32083,1996-10-07,108,13.9,10.0,18.1
32084,1996-10-08,108,13.6,8.0,18.9
32085,1996-10-09,108,14.6,11.1,19.2
32086,1996-10-10,108,14.4,8.0,21.3
32087,1996-10-11,108,16.0,9.5,23.0
32088,1996-10-12,108,17.9,14.0,23.3
32089,1996-10-13,108,16.5,11.3,21.9
32090,1996-10-14,108,16.3,11.6,21.7
32091,1996-10-15,108,12.4,9.2,17.4
32092,1996-10-16,108,11.2,5.9,17.1
32093,1996-10-17,108,11.0,7.2,15.1
32094,1996-10-18,108,13.5,8.9,18.3
32095,1996-10-19,108,13.7,8.8,19.4
32096,1996-10-20,108,13.9,9.6,19.6
32097,1996-10-21,108,14.8,10.0,20.5
32098,1996-10-22,108,15.6,10.1,22.6
32099,1996-10-23,108,16.8,11.5,22.8
32100,1996-10-24,108,15.2,13.8,16.5
32101,1996-10-25,108,13.8,7.7,16.4
32102,1996-10-26,108,5.8,1.2,11.0
32103,1996-10-27,108,6.8,-0.4,14.2
32104,1996-10-28,108,10.7,4.5,16.4
32105,1996-10-29,108,16.5,11.6,21.7
32106,1996-10-30,108,17.1,12.6,19.9
32107,1996-10-31,108,15.2,12.2,18.5
32108,1996-11-01,108,12.0,10.6,14.0
32109,1996-11-02,108,11.3,7.9,15.6
32110,1996-11-03,108,9.9,4.9,16.3
32111,1996-11-04,108,11.1,7.0,14.9
32112,1996-11-05,108,13.5,10.7,15.9
32113,1996-11-06,108,7.8,3.0,12.6
32114,1996-11-07,108,7.1,3.9,10.2
32115,1996-11-08,108,8.9,4.2,12.9
32116,1996-11-09,108,10.0,8.1,13.5
32117,1996-11-10,108,10.6,6.2,16.2
32118,1996-11-11,108,12.6,8.1,18.8
32119,1996-11-12,108,7.9,5.6,11.2
32120,1996-11-13,108,6.1,2.1,11.3
32121,1996-11-14,108,3.5,0.7,7.3
32122,1996-11-15,108,2.1,-1.1,6.2
32123,1996-11-16,108,1.8,-2.4,6.1
32124,1996-11-17,108,3.1,0.9,4.7
32125,1996-11-18,108,4.7,0.7,8.8
32126,1996-11-19,108,5.2,0.7,10.4
32127,1996-11-20,108,7.4,3.9,11.0
32128,1996-11-21,108,5.6,0.6,9.7
32129,1996-11-22,108,2.5,-0.9,7.3
32130,1996-11-23,108,2.5,0.6,5.5
32131,1996-11-24,108,5.0,2.3,8.4
32132,1996-11-25,108,6.1,0.5,12.8
32133,1996-11-26,108,7.9,4.8,10.9
32134,1996-11-27,108,2.9,-3.4,8.2
32135,1996-11-28,108,-0.8,-5.8,4.5
32136,1996-11-29,108,-0.1,-3.6,2.4
32137,1996-11-30,108,-4.1,-8.0,0.8
32138,1996-12-01,108,-7.7,-10.5,-4.2
32139,1996-12-02,108,-4.1,-9.0,1.5
32140,1996-12-03,108,-0.4,-5.3,5.4
32141,1996-12-04,108,2.9,1.4,4.2
32142,1996-12-05,108,-1.2,-7.0,3.7
32143,1996-12-06,108,-5.5,-9.0,-2.1
32144,1996-12-07,108,-3.6,-6.9,-0.5
32145,1996-12-08,108,2.1,-3.6,8.3
32146,1996-12-09,108,4.1,1.7,8.1
32147,1996-12-10,108,4.4,1.1,8.1
32148,1996-12-11,108,3.9,0.6,8.4
32149,1996-12-12,108,2.6,-2.3,8.1
32150,1996-12-13,108,5.2,0.9,10.3
32151,1996-12-14,108,7.1,4.1,11.5
32152,1996-12-15,108,6.9,3.5,12.7
32153,1996-12-16,108,8.0,5.0,12.6
32154,1996-12-17,108,5.0,-3.6,8.0
32155,1996-12-18,108,-5.1,-7.5,-2.5
32156,1996-12-19,108,-2.8,-5.5,1.0
32157,1996-12-20,108,-0.9,-6.1,4.4
32158,1996-12-21,108,3.8,0.0,8.3
32159,1996-12-22,108,4.1,-1.3,6.8
32160,1996-12-23,108,-2.6,-6.3,2.2
32161,1996-12-24,108,3.7,-1.3,8.7
32162,1996-12-25,108,4.0,-0.2,7.8
32163,1996-12-26,108,1.6,-2.8,7.8
32164,1996-12-27,108,3.1,-1.5,8.7
32165,1996-12-28,108,1.7,-1.5,6.5
32166,1996-12-29,108,2.0,-2.3,7.6
32167,1996-12-30,108,2.8,-1.7,7.3
32168,1996-12-31,108,3.8,0.3,7.0
32169,1997-01-01,108,-1.2,-9.9,8.0
32170,1997-01-02,108,-8.4,-11.0,-5.1
32171,1997-01-03,108,-6.8,-9.9,-2.9
32172,1997-01-04,108,-4.6,-10.0,1.0
32173,1997-01-05,108,-2.2,-6.4,1.6
32174,1997-01-06,108,-7.0,-8.2,-5.0
32175,1997-01-07,108,-5.9,-8.7,-3.3
32176,1997-01-08,108,-3.8,-7.6,0.7
32177,1997-01-09,108,-2.1,-6.6,1.6
32178,1997-01-10,108,-1.3,-5.1,3.3
32179,1997-01-11,108,-0.9,-5.0,4.2
32180,1997-01-12,108,0.0,-2.6,4.2
32181,1997-01-13,108,1.5,-3.5,5.8
32182,1997-01-14,108,-4.8,-7.3,3.0
32183,1997-01-15,108,-4.8,-9.4,-0.7
32184,1997-01-16,108,-1.3,-4.8,2.8
32185,1997-01-17,108,0.8,-2.8,3.7
32186,1997-01-18,108,-3.5,-5.8,-0.2
32187,1997-01-19,108,-3.1,-8.9,2.2
32188,1997-01-20,108,0.3,-3.9,5.1
32189,1997-01-21,108,-9.7,-12.3,-3.9
32190,1997-01-22,108,-8.4,-13.7,-3.2
32191,1997-01-23,108,-4.9,-8.0,-1.3
32192,1997-01-24,108,-6.3,-9.4,-1.3
32193,1997-01-25,108,-3.0,-8.5,1.9
32194,1997-01-26,108,0.9,-3.0,5.9
32195,1997-01-27,108,1.6,-3.1,6.1
32196,1997-01-28,108,-2.3,-5.7,2.2
32197,1997-01-29,108,-3.9,-6.7,-0.2
32198,1997-01-30,108,-3.6,-8.0,0.6
32199,1997-01-31,108,-3.1,-4.9,-0.9
32200,1997-02-01,108,-2.8,-6.5,2.8
32201,1997-02-02,108,-3.1,-5.7,1.6
32202,1997-02-03,108,-3.5,-8.1,1.7
32203,1997-02-04,108,-1.5,-6.8,4.2
32204,1997-02-05,108,0.0,-3.8,4.3
32205,1997-02-06,108,-1.5,-3.6,0.9
32206,1997-02-07,108,-1.3,-5.0,3.7
32207,1997-02-08,108,0.6,-5.3,6.9
32208,1997-02-09,108,2.3,-2.9,8.8
32209,1997-02-10,108,0.1,-3.6,4.7
32210,1997-02-11,108,-3.0,-6.3,1.8
32211,1997-02-12,108,-2.9,-6.1,1.2
32212,1997-02-13,108,-1.3,-6.2,4.0
32213,1997-02-14,108,1.6,-4.3,6.7
32214,1997-02-15,108,4.3,1.0,8.2
32215,1997-02-16,108,-4.0,-7.1,2.0
32216,1997-02-17,108,-2.9,-6.9,1.7
32217,1997-02-18,108,-2.2,-5.0,2.1
32218,1997-02-19,108,0.5,-5.2,6.0
32219,1997-02-20,108,3.7,-0.2,9.0
32220,1997-02-21,108,-0.1,-3.0,3.4
32221,1997-02-22,108,-0.1,-6.3,6.3
32222,1997-02-23,108,2.8,-3.2,9.5
32223,1997-02-24,108,6.0,-1.3,12.5
32224,1997-02-25,108,5.6,4.3,7.6
32225,1997-02-26,108,6.6,1.9,12.3
32226,1997-02-27,108,8.7,3.6,15.1
32227,1997-02-28,108,6.2,3.3,8.7
32228,1997-03-01,108,2.9,-0.2,7.7
32229,1997-03-02,108,0.6,-2.1,4.6
32230,1997-03-03,108,1.0,-4.3,5.5
32231,1997-03-04,108,5.1,0.9,10.1
32232,1997-03-05,108,7.6,4.2,12.2
32233,1997-03-06,108,6.6,5.4,8.0
32234,1997-03-07,108,6.7,3.7,11.4
32235,1997-03-08,108,5.9,1.9,9.8
