학교명,학교급구분,설립일자,설립형태,본교분교구분,소재지도로명주소,시도교육청명,교육지원청명,위도,경도
상월초등학교,초등학교,1935-06-07,공립,본교,충청남도 논산시 상월면 백일헌로 1025-13,충청남도교육청,충청남도논산계룡교육지원청,36.29382786,127.139977
만대초등학교,초등학교,2011-05-01,공립,본교,강원도 원주시 만대로 65,강원도교육청,강원도원주교육지원청,37.33941893,127.9202582
부산진초등학교,초등학교,1907-09-07,공립,본교,부산광역시 부산진구 범천로 30,부산광역시교육청,부산광역시남부교육지원청,35.149993,129.056265
초당초등학교,초등학교,1996-03-21,공립,본교,경기도 안산시 상록구 초당로 25,경기도교육청,경기도안산교육지원청,37.28528789,126.8503842
남원서원초등학교,초등학교,1970-02-02,공립,본교,전라북도 남원시 대산면 남문로 109,전라북도교육청,전라북도남원교육지원청,35.4046548,127.3434735
봉산중학교,중학교,2004-03-02,공립,본교,광주광역시 광산구 산월로 67,광주광역시교육청,광주광역시서부교육지원청,35.20952981,126.8447777
화흥초등학교,초등학교,1942-04-01,공립,본교,전라남도 완도군 완도읍 청해진서로 824,전라남도교육청,전라남도완도교육지원청,34.32557169,126.7011771
하남초등학교,초등학교,1995-03-06,공립,본교,경기도 하남시 천현로 109,경기도교육청,경기도광주하남교육지원청,37.53742616,127.2221663
신등초등학교,초등학교,1960-06-03,공립,본교,경상남도 창원시 의창구 대산면 주남로 394,경상남도교육청,경상남도창원교육지원청,35.32101037,128.6991891
개포초등학교,초등학교,1989-01-25,공립,본교,부산광역시 부산진구 백양대로208번길 9,부산광역시교육청,부산광역시남부교육지원청,35.15883224,129.0265888
마성중학교,중학교,1971-03-12,공립,본교,경상북도 문경시 마성면 외어1길 125,경상북도교육청,경상북도문경교육지원청,36.69529959,128.133819
구포초등학교,초등학교,1907-10-15,공립,본교,부산광역시 북구 백양대로1124번길 20,부산광역시교육청,부산광역시북부교육지원청,35.20272144,129.0006961
낙동중학교,중학교,1946-10-25,공립,본교,부산광역시 강서구 대저로 115,부산광역시교육청,부산광역시북부교육지원청,35.21643385,128.9662764
현성초등학교,초등학교,1934-10-01,공립,본교,강원도 양양군 현북면 어성전길 114,강원도교육청,강원도속초양양교육지원청,37.95204184,128.6652332
배명고등학교,고등학교,1934-10-07,사립,본교,서울특별시 송파구 삼학사로 11,서울특별시교육청,서울특별시강동송파교육지원청,37.4976895,127.0958118
안양예술고등학교,고등학교,1967-03-01,사립,본교,경기도 안양시 만안구 양화로25번길 40,경기도교육청,경기도안양과천교육지원청,37.39580704,126.9114168
삼호서초등학교,초등학교,1997-03-01,공립,본교,전라남도 영암군 삼호읍 신항로 77,전라남도교육청,전라남도영암교육지원청,34.74619061,126.3779446
월포초등학교,초등학교,1947-09-15,공립,본교,경상남도 창원시 마산합포구 월영북15길 35,경상남도교육청,경상남도창원교육지원청,35.18301572,128.5574966
목포제일여자고등학교,고등학교,1966-12-23,공립,본교,전라남도 목포시 삼향천로 85,전라남도교육청,전라남도목포교육지원청,34.80762176,126.430872
전주전일초등학교,초등학교,1997-03-01,공립,본교,전라북도 전주시 덕진구 태진로 98,전라북도교육청,전라북도전주교육지원청,35.83036037,127.1375719
경천초등학교,초등학교,1945-05-20,공립,본교,충청남도 공주시 계룡면 신원사로 112,충청남도교육청,충청남도공주교육지원청,36.32448999,127.1496592
목포여자고등학교,고등학교,1951-09-01,공립,본교,전라남도 목포시 청호로 34,전라남도교육청,전라남도목포교육지원청,34.79788027,126.3852423
안양남초등학교,초등학교,1946-03-15,공립,본교,경기도 안양시 동안구 흥안대로 275,경기도교육청,경기도안양과천교육지원청,37.37987549,126.9685686
백룡초등학교,초등학교,1960-04-01,공립,본교,전라북도 부안군 백산면 시기길 15,전라북도교육청,전라북도부안교육지원청,35.71883494,126.8100597
학봉초등학교,초등학교,1966-03-18,공립,본교,충청남도 공주시 반포면 동학사1로 141-10,충청남도교육청,충청남도공주교육지원청,36.36079324,127.25279
장흥용산중학교,중학교,1971-01-15,공립,본교,전라남도 장흥군 용산면 용안로 13,전라남도교육청,전라남도장흥교육지원청,34.61668729,126.9139463
서울답십리초등학교,초등학교,1962-11-29,공립,본교,서울특별시 동대문구 전농로3길 23,서울특별시교육청,서울특별시동부교육지원청,37.56880432,127.055427
송석초등학교,초등학교,1946-10-02,공립,본교,충청남도 서천군 마서면 송신로 432,충청남도교육청,충청남도서천교육지원청,36.07302865,126.6439086
약산고등학교,고등학교,1983-11-21,공립,본교,전라남도 완도군 약산면 약산로 366,전라남도교육청,전라남도완도교육지원청,34.39213844,126.8996588
쌍룡중학교,중학교,1970-06-17,공립,본교,강원도 영월군 한반도면 쌍용삼거리길 4,강원도교육청,강원도영월교육지원청,37.17789678,128.3164053
원광여자고등학교,고등학교,1960-04-08,사립,본교,전라북도 익산시 선화로13길 72,전라북도교육청,전라북도익산교육지원청,35.95432998,126.9434322
빛가람중학교,중학교,2014-04-20,공립,본교,전라남도 나주시 월정5길 12,전라남도교육청,전라남도나주교육지원청,35.00863779,126.7863682
임곡중학교,중학교,1946-06-21,사립,본교,광주광역시 광산구 고봉로 812,광주광역시교육청,광주광역시서부교육지원청,35.22062838,126.7419508
상서중학교,중학교,1955-04-08,사립,본교,대구광역시 달서구 야외음악당로 107,대구광역시교육청,대구광역시남부교육지원청,35.84643612,128.5498704
수현초등학교,초등학교,2020-09-01,공립,본교,경기도 화성시 봉담읍 상리3길 110,경기도교육청,경기도화성오산교육지원청,37.2294924,126.9495073
성남동초등학교,초등학교,1977-12-30,공립,본교,경기도 성남시 중원구 자혜로32번길 10,경기도교육청,경기도성남교육지원청,37.4492524,127.1621785
서울은천초등학교,초등학교,1958-04-01,공립,본교,서울특별시 관악구 은천로 69,서울특별시교육청,서울특별시동작관악교육지원청,37.4865852,126.9426791
정산초등학교,초등학교,1912-12-22,공립,본교,충청남도 청양군 정산면 칠갑산로 1863,충청남도교육청,충청남도청양교육지원청,36.41592486,126.9463888
인천단봉초등학교,초등학교,1955-11-03,공립,본교,인천광역시 서구 단봉로 122,인천광역시교육청,인천광역시서부교육지원청,37.59843764,126.6377448
대전관평초등학교,초등학교,2008-09-01,공립,본교,대전광역시 유성구 테크노4로 132,대전광역시교육청,대전광역시서부교육지원청,36.424095,127.3871878
판동초등학교,초등학교,1965-03-01,공립,본교,충청북도 보은군 삼승면 삼승탄부로 78-15,충청북도교육청,충청북도보은교육지원청,36.39861225,127.7413857
흥무초등학교,초등학교,1981-05-06,공립,본교,경상북도 경주시 금성로347번길 30,경상북도교육청,경상북도경주교육지원청,35.84977628,129.2041594
연천초등학교,초등학교,1977-08-10,공립,본교,부산광역시 연제구 과정로225번길 46,부산광역시교육청,부산광역시동래교육지원청,35.18621999,129.1004919
인천가좌여자중학교,중학교,1982-10-02,공립,본교,인천광역시 서구 서달로 110,인천광역시교육청,인천광역시서부교육지원청,37.50858787,126.679282
보광중학교,중학교,1946-04-15,사립,본교,경상남도 양산시 하북면 신평로 46,경상남도교육청,경상남도양산교육지원청,35.4918218,129.0873838
상서고등학교,고등학교,1962-03-17,사립,본교,대구광역시 달서구 야외음악당로 107,대구광역시교육청,대구광역시남부교육지원청,35.84643612,128.5498704
군포초등학교,초등학교,1920-04-01,공립,본교,경기도 군포시 군포로 463,경기도교육청,경기도군포의왕교육지원청,37.34823766,126.9419284
방산초등학교,초등학교,1947-11-06,공립,본교,경상남도 고성군 거류면 방산로 42,경상남도교육청,경상남도고성교육지원청,34.97162391,128.364242
양지중학교,중학교,2015-03-01,공립,본교,세종특별자치시 갈매로 512,세종특별자치시교육청,세종특별자치시교육청,36.50873217,127.2684692
수성초등학교,초등학교,2002-03-02,공립,본교,경기도 수원시 장안구 금당로 19,경기도교육청,경기도수원교육지원청,37.30561994,127.0144759
옥천초등학교,초등학교,1945-11-01,공립,본교,전라남도 해남군 옥천면 해강로 19,전라남도교육청,전라남도해남교육지원청,34.56810446,126.6491129
동진초등학교,초등학교,1986-04-03,공립,본교,경상남도 진주시 도동로184번길 13,경상남도교육청,경상남도진주교육지원청,35.18779911,128.1245508
다문초등학교,초등학교,1938-04-01,공립,본교,경기도 양평군 용문면 다문중앙2길 27,경기도교육청,경기도양평교육지원청,37.48585466,127.5915311
동산고등학교,고등학교,1938-07-14,사립,본교,인천광역시 동구 동산로 58,인천광역시교육청,인천광역시남부교육지원청,37.47303977,126.6488935
대원초등학교,초등학교,1978-05-04,공립,본교,경상남도 창원시 의창구 두대로55번길 23,경상남도교육청,경상남도창원교육지원청,35.23302564,128.650985
서울화곡초등학교,초등학교,1967-03-31,공립,본교,서울특별시 강서구 초록마을로 28,서울특별시교육청,서울특별시강서양천교육지원청,37.54366962,126.8464717
목포신흥초등학교,초등학교,1997-03-18,공립,본교,전라남도 목포시 교육로 10,전라남도교육청,전라남도목포교육지원청,34.79940669,126.4246583
잠신고등학교,고등학교,1988-12-23,공립,본교,서울특별시 송파구 잠실로 24,서울특별시교육청,서울특별시강동송파교육지원청,37.51470129,127.088283
고성초등학교,초등학교,1906-12-01,공립,본교,경상남도 고성군 고성읍 성내로 85,경상남도교육청,경상남도고성교육지원청,34.97623483,128.3197815
용곡중학교,중학교,1983-05-04,공립,본교,서울특별시 광진구 용마산로22길 76,서울특별시교육청,서울특별시성동광진교육지원청,37.56595126,127.0890896
벌교여자중학교,중학교,1967-03-06,공립,본교,전라남도 보성군 벌교읍 월곡길 18-13,전라남도교육청,전라남도보성교육지원청,34.84501119,127.3407994
다인중학교,중학교,1951-11-19,공립,본교,경상북도 의성군 다인면 서릉2길 27,경상북도교육청,경상북도의성교육지원청,36.45317309,128.3551267
월항초등학교지방분교장,초등학교,1935-05-28,공립,분교,경상북도 성주군 월항면 세종대왕자태실로 211,경상북도교육청,경상북도성주교육지원청,35.98701194,128.2890308
서울여의도초등학교,초등학교,1971-11-01,공립,본교,서울특별시 영등포구 여의대방로 439,서울특별시교육청,서울특별시남부교육지원청,37.52320482,126.9367944
오금고등학교,고등학교,1988-04-21,공립,본교,서울특별시 송파구 중대로 247,서울특별시교육청,서울특별시강동송파교육지원청,37.50453217,127.128969
군산구암초등학교,초등학교,1945-05-01,공립,본교,전라북도 군산시 경암3길 64-1,전라북도교육청,전라북도군산교육지원청,35.9807728,126.7319763
경기폴리텍고등학교,고등학교,1994-03-05,공립,본교,경기도 군포시 고산로 524,경기도교육청,경기도군포의왕교육지원청,37.36019041,126.9243504
