지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),평균 상대습도(%)
108,서울,2022.12.3,2.1,-0.3,7,70.5
108,서울,2022.12.4,-3.5,-5.2,-0.2,38.9
108,서울,2022.12.5,-3.1,-7,1.9,41.9
108,서울,2022.12.6,0.9,-3.9,5.3,62.8
108,서울,2022.12.7,4.9,1.2,9,60.4
108,서울,2022.12.8,3.7,0.1,9.1,57.5
108,서울,2022.12.9,4.5,0.9,10.2,60.8
108,서울,2022.12.10,2.6,-0.6,6.7,46.5
108,서울,2022.12.11,1.6,-1.5,6.8,52.5
108,서울,2022.12.12,2,-2,6.3,73.4
108,서울,2022.12.13,0,-6.4,3.1,70.8
108,서울,2022.12.14,-8.4,-11,-4.9,50.1
108,서울,2022.12.15,-4.5,-8.5,-1.3,79.1
108,서울,2022.12.16,-6.3,-9.6,-2.2,56.9
108,서울,2022.12.17,-7,-9.8,-3.2,52
108,서울,2022.12.18,-9.5,-12.4,-5.6,47.1
108,서울,2022.12.19,-7,-12,-2.5,55.6
108,서울,2022.12.20,-3.2,-9.5,2.9,55.8
108,서울,2022.12.21,-0.1,-2.6,2.6,82.4
108,서울,2022.12.22,-7.8,-11.3,-2.6,60.5
108,서울,2022.12.23,-11.8,-13.7,-8.6,60.5
108,서울,2022.12.24,-8.4,-13.5,-2,54.9
108,서울,2022.12.25,-5.4,-9.6,0.2,66.5
108,서울,2022.12.26,-3.9,-7.9,1.7,68.4
108,서울,2022.12.27,-2.6,-7.3,3.3,69.8
108,서울,2022.12.28,-3.3,-6,0.1,58.1
108,서울,2022.12.29,-2.9,-7.8,2.1,56.3
108,서울,2022.12.30,-1.8,-4.4,2.3,65.6
108,서울,2022.12.31,-1.2,-5.1,2.1,65.5
108,서울,2023.1.1,-0.2,-4.3,3.8,54.5
108,서울,2023.1.2,-4.5,-7.4,-0.4,45.9
108,서울,2023.1.3,-5,-9,0.6,49
108,서울,2023.1.4,-1.8,-5.7,3.3,51.4
108,서울,2023.1.5,-1.6,-5.6,3.6,58.1
108,서울,2023.1.6,0.6,-4.7,5.7,71.9
108,서울,2023.1.7,1.5,-1.4,3.8,80.9
108,서울,2023.1.8,1.3,-3.7,6.3,69.3
108,서울,2023.1.9,3.1,-1.3,7,60.1
108,서울,2023.1.10,1.6,-3.9,9.1,59.9
108,서울,2023.1.11,2.6,-2,9.2,61.9
108,서울,2023.1.12,5.9,-0.6,12.5,46.6
108,서울,2023.1.13,8.3,5.1,10.1,99.1
108,서울,2023.1.14,6.6,3.8,8.4,92.9
108,서울,2023.1.15,-0.2,-3.5,3.8,93.9
108,서울,2023.1.16,-4.6,-6.8,-1.2,63.1
108,서울,2023.1.17,-3.7,-7,-0.4,65.1
108,서울,2023.1.18,-1.9,-4.6,2.2,60.5
108,서울,2023.1.19,-0.4,-6,4.3,69.3
108,서울,2023.1.20,-3.3,-7.7,2,52.4
108,서울,2023.1.21,-4.5,-10.5,1.5,55.4
108,서울,2023.1.22,-0.6,-2.8,2.6,62.8
108,서울,2023.1.23,-0.8,-6.9,4.6,66.6
108,서울,2023.1.24,-14.7,-17,-6.9,51.9
108,서울,2023.1.25,-11.3,-17.3,-5.4,45.1
108,서울,2023.1.26,-6,-9,-3.5,80.1
108,서울,2023.1.27,-7.3,-9.6,-3.8,56.5
108,서울,2023.1.28,-6,-11.2,-0.6,54.9
108,서울,2023.1.29,-1.8,-8,4.9,58.3
108,서울,2023.1.30,-0.9,-4.4,4.2,55.9
108,서울,2023.1.31,2.4,-3.5,7.8,69.1
108,서울,2023.2.1,0.9,-3,6,68.4
108,서울,2023.2.2,-2.4,-5.1,1.4,50.3
108,서울,2023.2.3,-1.6,-3.9,3.4,47.4
108,서울,2023.2.4,-0.2,-5.2,6,49.8
108,서울,2023.2.5,1.7,-3.3,7.1,71
108,서울,2023.2.6,3,-1.7,8.8,72.3
108,서울,2023.2.7,3.5,-0.6,9.5,72.9
108,서울,2023.2.8,2.1,-1.3,7.8,62.1
108,서울,2023.2.9,4,-2.8,9.9,49.9
108,서울,2023.2.10,3.8,1.1,6.2,79.6
108,서울,2023.2.11,2.8,-1.2,8.5,73
108,서울,2023.2.12,3.7,-0.9,7.6,70
108,서울,2023.2.13,5.9,2.7,8.4,66.5
108,서울,2023.2.14,1.7,-2.5,6.6,54.9
108,서울,2023.2.15,3.2,-1.2,8.9,46.4
108,서울,2023.2.16,2.3,-0.7,4.5,68.3
108,서울,2023.2.17,3.4,-1.5,9.8,67.8
108,서울,2023.2.18,5.7,3,8.1,58.3
108,서울,2023.2.19,3.5,0.2,6.1,56.1
108,서울,2023.2.20,-0.5,-3.5,2.4,46.4
108,서울,2023.2.21,-1.3,-5.3,4.8,42.4
108,서울,2023.2.22,1.2,-4.5,8.4,50.6
108,서울,2023.2.23,2.9,-1.8,9.2,65.5
108,서울,2023.2.24,3.5,-0.4,8.5,57.9
108,서울,2023.2.25,0.7,-2.9,5.7,44
108,서울,2023.2.26,2.2,-3.4,9.4,46.6
108,서울,2023.2.27,4.4,-1.8,12.4,47.4
108,서울,2023.2.28,4.3,-0.7,8.7,63.4
108,서울,2023.3.1,6,2.9,9,54.4
108,서울,2023.3.2,2.2,-1.8,6.6,37.8
108,서울,2023.3.3,4.6,-1.9,10.4,65
108,서울,2023.3.4,7.7,3.7,14.1,68.4
108,서울,2023.3.5,8,2.5,15.4,54
108,서울,2023.3.6,9.2,2.2,16.5,41.9
108,서울,2023.3.7,11.7,6.3,19.4,60.9
108,서울,2023.3.8,12.5,7.4,17.7,66.3
108,서울,2023.3.9,10.3,7.4,13.1,85.9
108,서울,2023.3.10,13.5,6.2,22.2,62.1
108,서울,2023.3.11,15.2,10.2,22.8,52
108,서울,2023.3.12,5.9,0.6,12.6,68
108,서울,2023.3.13,2.9,-1.9,7.6,38.9
108,서울,2023.3.14,9.2,3.3,15.4,45.9
108,서울,2023.3.15,8.6,3.5,14.4,66.6
108,서울,2023.3.16,4.6,0.4,9,36.8
108,서울,2023.3.17,7.2,0.7,12.7,34.3
108,서울,2023.3.18,7.7,2.5,14,46.4
108,서울,2023.3.19,8.3,2.3,15.2,59.6
108,서울,2023.3.20,9.5,2.6,17.1,50.4
108,서울,2023.3.21,13,5,22.2,35.1
108,서울,2023.3.22,17,9.2,25.1,44.8
108,서울,2023.3.23,17.4,12.3,23.3,48.9
108,서울,2023.3.24,12.5,7.6,18.3,36.8
108,서울,2023.3.25,12.5,8,18.7,59.9
108,서울,2023.3.26,9.4,4.7,14,34
108,서울,2023.3.27,7.3,1.9,14.5,44.8
108,서울,2023.3.28,9.2,2.8,15.7,53.3
108,서울,2023.3.29,11.8,5.1,19.7,50.3
108,서울,2023.3.30,13.3,6.4,21.2,42.5
108,서울,2023.3.31,15,7.5,23.9,42.5
108,서울,2023.4.1,17.5,9.4,25.6,40.4
108,서울,2023.4.2,18.8,11.9,25.2,29.6
108,서울,2023.4.3,19,11.3,25.9,29.4
108,서울,2023.4.4,17.6,12.7,21.7,40.4
108,서울,2023.4.5,11.9,8.7,14.9,97.8
108,서울,2023.4.6,8.8,7.4,9.7,94.6
108,서울,2023.4.7,8.9,4.6,15.7,65
108,서울,2023.4.8,8.8,3.1,14.9,51.1
108,서울,2023.4.9,10.8,3.5,17.8,56.8
108,서울,2023.4.10,13.2,6.2,19.1,50.8
108,서울,2023.4.11,13.1,9.2,17.4,73.4
108,서울,2023.4.12,10.1,4.8,15.3,45.1
108,서울,2023.4.13,11.9,5.1,17.2,45
108,서울,2023.4.14,16.2,11.9,21.3,58.6
108,서울,2023.4.15,13.5,9.3,16.6,81.8
108,서울,2023.4.16,10.8,7.5,16.1,71.4
108,서울,2023.4.17,13.1,6.8,18.1,59
108,서울,2023.4.18,14,10.7,18.4,78.6
108,서울,2023.4.19,19.1,11.5,28.4,66.1
108,서울,2023.4.20,15.8,14.5,18.9,92.1
108,서울,2023.4.21,16.7,11.4,22.8,50.4
108,서울,2023.4.22,16.9,12.2,22.5,22.9
108,서울,2023.4.23,16.1,10.7,22.1,34.1
108,서울,2023.4.24,15.8,11.5,21.3,40.5
108,서울,2023.4.25,10.9,9,13.2,68.6
108,서울,2023.4.26,10.2,7.4,13.5,69.9
108,서울,2023.4.27,12.9,5.1,20,61.6
108,서울,2023.4.28,15.7,9,21.3,62
108,서울,2023.4.29,13.2,9.9,15.8,88.1
108,서울,2023.4.30,12.7,7.9,17.9,72.9
108,서울,2023.5.1,14.6,9.8,20.8,57
108,서울,2023.5.2,16.7,9.1,23.7,40.5
108,서울,2023.5.3,19.5,12.4,26.2,52.5
108,서울,2023.5.4,21.4,15.6,25.8,65.5
108,서울,2023.5.5,18.4,15.5,21.6,95.3
108,서울,2023.5.6,12.6,11.7,15.5,85.6
108,서울,2023.5.7,14.4,11.1,18.6,47.1
108,서울,2023.5.8,15.3,7.9,22,55.3
108,서울,2023.5.9,17,10,24.4,55.4
108,서울,2023.5.10,18.4,10.7,26,53.3
108,서울,2023.5.11,19.5,12.8,26.7,50.1
108,서울,2023.5.12,18.4,13.1,24.7,50.9
108,서울,2023.5.13,17.8,12.6,23.9,62
108,서울,2023.5.14,18.1,12.9,23.8,56.5
108,서울,2023.5.15,20.6,12.8,27.9,54.6
108,서울,2023.5.16,24,17.2,31.2,51.9
108,서울,2023.5.17,23.5,18.6,28.7,63.6
108,서울,2023.5.18,21.2,18.8,27.6,74.8
108,서울,2023.5.19,22.3,16.7,27.8,61.4
108,서울,2023.5.20,21.2,16.6,26.7,66.9
108,서울,2023.5.21,17.8,15.3,21.9,74
108,서울,2023.5.22,20.3,15.9,26.8,61.3
108,서울,2023.5.23,20.5,14.1,26.9,48
108,서울,2023.5.24,20.6,14.8,25.9,49.8
108,서울,2023.5.25,21.2,15.7,27.4,46.6
108,서울,2023.5.26,21.4,15.8,27.3,57.4
108,서울,2023.5.27,19.3,18.6,20.7,87.4
108,서울,2023.5.28,19.2,18.4,20.2,98.9
108,서울,2023.5.29,23.2,19,28.5,83.4
108,서울,2023.5.30,24,20.5,28.9,69.5
108,서울,2023.5.31,22.8,18.8,28.2,60.8
108,서울,2023.6.1,22.8,19.7,26.3,66.9
108,서울,2023.6.2,20.4,17.9,25,77.4
108,서울,2023.6.3,22,16.6,27.8,60.1
108,서울,2023.6.4,22.1,16.9,28,61
108,서울,2023.6.5,21.5,17.6,26.3,66.9
108,서울,2023.6.6,20.3,17.3,25.2,72.9
108,서울,2023.6.7,21.4,18.9,25.7,75.3
108,서울,2023.6.8,20.4,18.3,23.9,80.5
108,서울,2023.6.9,23.3,18.3,28.4,64
108,서울,2023.6.10,23.2,19.6,28.5,70
108,서울,2023.6.11,22.1,17.9,27.3,76.1
108,서울,2023.6.12,22.2,18.4,27.5,70.5
108,서울,2023.6.13,22,19.2,26,70
108,서울,2023.6.14,20.6,17.5,25,80.3
108,서울,2023.6.15,22.7,17.7,28.3,70.8
108,서울,2023.6.16,23.7,19.1,28.9,64.4
108,서울,2023.6.17,24.2,18.9,30.2,57.1
108,서울,2023.6.18,25.9,20.8,32.6,60.5
108,서울,2023.6.19,28.5,23.3,34,57.8
108,서울,2023.6.20,24.7,21.4,26.4,64.5
108,서울,2023.6.21,20.5,19.2,22.1,92.6
108,서울,2023.6.22,22.5,18.9,26.4,77.1
108,서울,2023.6.23,24.4,20,29.9,76.6
108,서울,2023.6.24,26.4,21.9,31.1,70.5
108,서울,2023.6.25,28.2,22.8,33.1,64.9
108,서울,2023.6.26,24.2,22.3,27.5,88.6
108,서울,2023.6.27,25.3,21.4,29.1,73.1
108,서울,2023.6.28,26.5,24.2,30.1,77.4
108,서울,2023.6.29,24.2,23.2,25.9,95.4
108,서울,2023.6.30,25.3,23.2,29.1,89.8
108,서울,2023.7.1,27.7,23.3,32.9,76.9
108,서울,2023.7.2,26.7,23.5,30.6,79.5
108,서울,2023.7.3,29.1,24.1,34.9,72
108,서울,2023.7.4,26.1,24.5,29.2,86.8
108,서울,2023.7.5,24.5,22.1,27.1,82.6
108,서울,2023.7.6,27.3,22.4,31.8,70.9
108,서울,2023.7.7,26.7,23.3,31.4,64.9
108,서울,2023.7.8,25.6,22.4,29.7,76.5
108,서울,2023.7.9,24.7,21.6,27,86.4
108,서울,2023.7.10,26.3,22.9,30.9,80.4
108,서울,2023.7.11,23.5,21.6,25.9,92.4
108,서울,2023.7.12,25.8,22,29.1,86.4
108,서울,2023.7.13,25.2,24.7,26.5,95
108,서울,2023.7.14,24.6,23.9,25.1,99.1
108,서울,2023.7.15,24.5,23.7,25.7,93.5
108,서울,2023.7.16,24.6,23.7,25.4,89.5
108,서울,2023.7.17,25.5,23.7,27.8,86.1
108,서울,2023.7.18,25.2,24.1,27.7,87.9
108,서울,2023.7.19,27.2,22.5,32.4,78.8
108,서울,2023.7.20,27.9,24,32.8,74
108,서울,2023.7.21,29.5,24.6,34.3,69.6
108,서울,2023.7.22,27.7,24.6,32.5,73.9
108,서울,2023.7.23,25.2,24.5,25.8,94.3
108,서울,2023.7.24,26.9,24.6,30,83.1
108,서울,2023.7.25,27.8,25.8,30.5,80.5
108,서울,2023.7.26,27.6,24.9,31.1,80.9
108,서울,2023.7.27,28.4,24.4,32.2,78.1
108,서울,2023.7.28,29.5,25.4,34.1,72.4
108,서울,2023.7.29,29.1,26.1,33.3,72.1
108,서울,2023.7.30,28.8,24.9,34.9,72.5
108,서울,2023.7.31,28.7,25.6,33.4,76.3
108,서울,2023.8.1,29.9,25.5,34.2,71.6
108,서울,2023.8.2,29.7,26.8,33.7,67.8
108,서울,2023.8.3,29.5,25.8,33.8,67
108,서울,2023.8.4,30,26.5,34.4,67.6
108,서울,2023.8.5,30.3,26.4,34.9,69
108,서울,2023.8.6,29.8,27,33,76.5
108,서울,2023.8.7,30.4,27.3,34.6,68.4
108,서울,2023.8.8,30.9,26.4,35.8,60.5
108,서울,2023.8.9,28.3,25.1,31.6,67.6
108,서울,2023.8.10,22.2,20.9,25.1,91.9
108,서울,2023.8.11,23.5,21.6,24.9,93.1
108,서울,2023.8.12,23.3,22.5,24.1,91
108,서울,2023.8.13,27,22.6,31.1,76.9
108,서울,2023.8.14,28.1,24.8,31.9,75.4
108,서울,2023.8.15,28.6,24.7,32.7,71.4
108,서울,2023.8.16,27.3,24.7,31.6,72
108,서울,2023.8.17,28.2,24.5,32.4,73
108,서울,2023.8.18,29.1,25.5,33.3,72.1
108,서울,2023.8.19,29.1,26.4,33.6,68.9
108,서울,2023.8.20,28.3,25.5,31.8,71.8
108,서울,2023.8.21,29.5,26,33.6,69.8
108,서울,2023.8.22,27.6,25.8,32.2,80.3
108,서울,2023.8.23,24.8,23.2,27.2,91.3
108,서울,2023.8.24,25.1,22.3,27.8,84.8
108,서울,2023.8.25,26.5,24,30,77.9
108,서울,2023.8.26,26.4,23.3,30.3,72.3
108,서울,2023.8.27,26.1,22.7,29.6,75
108,서울,2023.8.28,22.7,20.8,25.6,87.5
108,서울,2023.8.29,23.9,22.5,25.5,89.6
108,서울,2023.8.30,22.8,21.5,24.5,88
108,서울,2023.8.31,23.9,21,28.9,76.9
108,서울,2023.9.1,24.5,19.7,29.6,70.6
108,서울,2023.9.2,25.4,19.7,30.8,63.9
108,서울,2023.9.3,25.8,23.1,28.8,77.8
108,서울,2023.9.4,27,24.3,30.2,79.9
108,서울,2023.9.5,28.5,25,32.8,69.5
108,서울,2023.9.6,27.9,24,32.1,65.1
108,서울,2023.9.7,26.3,20.9,31.6,54.8
108,서울,2023.9.8,25.3,19.6,30.5,60.3
108,서울,2023.9.9,25.8,20.8,31.2,66.3
108,서울,2023.9.10,25.7,22,29.6,68.1
108,서울,2023.9.11,25.5,23.1,29.8,67.3
108,서울,2023.9.12,25.7,21.7,29.8,69.8
108,서울,2023.9.13,22.1,19.6,24.6,84.5
108,서울,2023.9.14,23.4,19.2,27.2,72.4
108,서울,2023.9.15,22.3,20.3,24.3,82.3
108,서울,2023.9.16,23.9,22,26.6,87.8
108,서울,2023.9.17,24.7,22,28,84.8
108,서울,2023.9.18,24.7,22.1,28.9,79.1
108,서울,2023.9.19,24.1,21.6,27.2,81.1
108,서울,2023.9.20,20.6,18.8,23.9,90.4
108,서울,2023.9.21,20.1,17.5,23.6,70.9
108,서울,2023.9.22,20.5,15.2,26.7,68.4
108,서울,2023.9.23,21.8,16.3,27.6,63.9
108,서울,2023.9.24,21.8,17.9,26.2,56.4
108,서울,2023.9.25,21.6,17.9,26,66.4
108,서울,2023.9.26,19.9,18.6,20.8,95.8
108,서울,2023.9.27,21.5,20,23.7,90.1
108,서울,2023.9.28,22.7,19.6,27.3,78.3
108,서울,2023.9.29,21.1,17.4,26.9,61.5
108,서울,2023.9.30,19.7,17.1,22.2,77
108,서울,2023.10.1,18.4,14.4,23.7,59.5
108,서울,2023.10.2,18.2,12.9,24.6,53.8
108,서울,2023.10.3,17.5,14.4,22.5,66.3
108,서울,2023.10.4,17.3,14.2,23.2,75.5
108,서울,2023.10.5,14.2,9.9,19.2,46.1
108,서울,2023.10.6,15.5,9.6,21.5,55.3
108,서울,2023.10.7,16.8,11.7,21.2,62.6
108,서울,2023.10.8,17.1,15.2,19.5,67.1
108,서울,2023.10.9,17.4,14.1,22.4,68.1
108,서울,2023.10.10,17.1,11.9,23.5,67.1
108,서울,2023.10.11,17.6,12.9,24,57.5
108,서울,2023.10.12,17.5,12,24.1,62.4
108,서울,2023.10.13,17.5,14.3,21.5,69.6
108,서울,2023.10.14,14.7,12.9,18.2,84.9
108,서울,2023.10.15,16.1,10.9,21.2,80
108,서울,2023.10.16,14.7,10.7,19.6,57
108,서울,2023.10.17,13.8,7.5,20.9,55.6
108,서울,2023.10.18,15.7,9.2,21.6,67
108,서울,2023.10.19,17,14.9,18.9,82.5
108,서울,2023.10.20,11.6,7.2,15.1,46.9
108,서울,2023.10.21,10.4,5.9,16.6,54.8
108,서울,2023.10.22,12.5,5.4,18.7,67.3
108,서울,2023.10.23,15.2,11.1,21.4,73.8
108,서울,2023.10.24,15.6,11.2,19.3,78.5
108,서울,2023.10.25,16.6,12.7,21.9,78.6
108,서울,2023.10.26,17.2,14.6,21.1,79.4
108,서울,2023.10.27,15.7,12.6,20.2,71.1
108,서울,2023.10.28,14.2,9.4,20.7,62.9
108,서울,2023.10.29,14.9,9.8,21.8,61.6
108,서울,2023.10.30,15.1,9.7,21.9,72
108,서울,2023.10.31,16.5,12.7,20.8,76
108,서울,2023.11.1,19,17.2,20.6,81.8
108,서울,2023.11.2,20.8,18.7,25.9,70.9
108,서울,2023.11.3,19.5,17.7,22.4,83.3
108,서울,2023.11.4,17.4,14.1,20.9,75.5
108,서울,2023.11.5,17.3,15.1,20.4,87
